id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
2522,Difference between {concept_a} and {concept_b},12,comparison,medium,completed,low,11.0,425.0,436.0,0.005,0.005436,2025-08-07 08:48:59.261351,,0,2025-08-07 00:33:34,2025-08-07 08:48:59,cloud,Technology,2422.0
2523,Best AWS tools for professionals,12,best,simple,completed,low,5.0,496.0,501.0,0.005,0.005501,2025-08-07 08:49:16.058140,,0,2025-08-07 00:33:34,2025-08-07 08:49:16,cloud,Technology,2371.0
2524,Top professional microservices in 2024,12,best,complex,completed,low,8.0,619.0,627.0,0.005,0.005627,2025-08-07 08:49:27.788973,,0,2025-08-07 00:33:34,2025-08-07 08:49:27,cloud,Technology,2974.0
2525,Top advanced cloud storage in 2024,12,best,complex,completed,low,8.0,409.0,417.0,0.005,0.005417,2025-08-07 08:49:35.299223,,0,2025-08-07 00:33:34,2025-08-07 08:49:35,cloud,Technology,1825.0
2526,Honest review of {service},12,review,medium,completed,low,7.0,292.0,299.0,0.005,0.005299,2025-08-07 08:49:40.570810,,0,2025-08-07 00:33:34,2025-08-07 08:49:40,cloud,Technology,1558.0
2527,How to choose the right cloud storage?,12,how_to,simple,completed,low,8.0,330.0,338.0,0.005,0.005338,2025-08-07 08:49:45.831519,,0,2025-08-07 00:33:34,2025-08-07 08:49:45,cloud,Technology,1649.0
2528,How does cloud migration work for startups?,12,how_to,simple,completed,low,8.0,438.0,446.0,0.005,0.005446,2025-08-07 08:49:54.717518,,0,2025-08-07 00:33:34,2025-08-07 08:49:54,cloud,Technology,2314.0
2529,cloud migration comparison: which is better?,12,comparison,complex,completed,low,8.0,684.0,692.0,0.005,0.005692,2025-08-07 08:50:10.261914,,0,2025-08-07 00:33:34,2025-08-07 08:50:10,cloud,Technology,3791.0
2530,How to optimize cloud storage for growth?,12,how_to,simple,completed,low,8.0,319.0,327.0,0.005,0.005327,2025-08-07 08:50:21.395271,,0,2025-08-07 00:33:34,2025-08-07 08:50:21,cloud,Technology,1763.0
2531,Best cloud migration platforms for small business,12,best,simple,completed,low,7.0,450.0,457.0,0.005,0.005457,2025-08-07 08:51:39.436937,,0,2025-08-07 00:33:34,2025-08-07 08:51:39,cloud,Technology,2420.0
2532,Difference between {concept_a} and {concept_b},12,comparison,simple,completed,low,11.0,437.0,448.0,0.005,0.005448,2025-08-07 08:51:49.031558,,0,2025-08-07 00:33:34,2025-08-07 08:51:49,cloud,Technology,2250.0
2533,Comparing Azure solutions for beginners,12,comparison,simple,completed,low,6.0,469.0,475.0,0.005,0.005475,2025-08-07 08:51:59.432479,,0,2025-08-07 00:33:34,2025-08-07 08:51:59,cloud,Technology,2894.0
2534,Comparing Azure solutions for small business,12,comparison,simple,completed,low,7.0,475.0,482.0,0.005,0.005482,2025-08-07 08:52:09.834630,,0,2025-08-07 00:33:34,2025-08-07 08:52:09,cloud,Technology,2764.0
2535,Difference between {concept_a} and {concept_b},12,comparison,simple,completed,low,11.0,280.0,291.0,0.005,0.005291,2025-08-07 08:52:14.798516,,0,2025-08-07 00:33:34,2025-08-07 08:52:14,cloud,Technology,1450.0
2536,Step-by-step cloud storage guide,12,guide,simple,completed,low,6.0,474.0,480.0,0.005,0.00548,2025-08-07 08:52:23.183098,,0,2025-08-07 00:33:34,2025-08-07 08:52:23,cloud,Technology,2321.0
2537,Best cloud storage platforms for small business,12,best,simple,completed,low,7.0,338.0,345.0,0.005,0.005345,2025-08-07 08:52:28.300739,,0,2025-08-07 00:33:34,2025-08-07 08:52:28,cloud,Technology,1677.0
2538,Complete guide to serverless,12,guide,simple,completed,low,5.0,553.0,558.0,0.005,0.005558,2025-08-07 08:52:42.779156,,0,2025-08-07 00:33:34,2025-08-07 08:52:42,cloud,Technology,2830.0
2539,Complete guide to cloud migration,12,guide,simple,completed,low,5.0,521.0,526.0,0.005,0.005526,2025-08-07 08:52:50.655089,,0,2025-08-07 00:33:34,2025-08-07 08:52:50,cloud,Technology,2674.0
2540,microservices guide for beginners,12,guide,complex,completed,low,5.0,381.0,386.0,0.005,0.005386,2025-08-07 08:53:11.964904,,0,2025-08-07 00:33:34,2025-08-07 08:53:11,cloud,Technology,2044.0
2541,cloud storage comparison: which is better?,12,comparison,complex,completed,low,8.0,543.0,551.0,0.005,0.005551,2025-08-07 08:53:22.413631,,0,2025-08-07 00:33:34,2025-08-07 08:53:22,cloud,Technology,2522.0
2542,Top 12 microservices in 2024,12,best,medium,completed,low,9.0,425.0,434.0,0.005,0.005434,2025-08-07 08:53:28.680228,,0,2025-08-07 00:33:34,2025-08-07 08:53:28,cloud,Technology,2091.0
2543,Complete guide to serverless,12,guide,simple,completed,low,5.0,487.0,492.0,0.005,0.005492,2025-08-07 08:53:38.670329,,0,2025-08-07 00:33:34,2025-08-07 08:53:38,cloud,Technology,2654.0
2544,{service_a} or {service_b}: which to choose?,12,comparison,simple,completed,low,13.0,266.0,279.0,0.005,0.005279,2025-08-07 08:53:44.307083,,0,2025-08-07 00:33:34,2025-08-07 08:53:44,cloud,Technology,1273.0
2545,{service_a} or {service_b}: which to choose?,12,comparison,complex,completed,low,13.0,358.0,371.0,0.005,0.005371,2025-08-07 08:53:55.300351,,0,2025-08-07 00:33:34,2025-08-07 08:53:55,cloud,Technology,1700.0
2546,How to implement microservices strategy?,12,how_to,medium,completed,low,7.0,394.0,401.0,0.005,0.005401,2025-08-07 08:54:01.201853,,0,2025-08-07 00:33:34,2025-08-07 08:54:01,cloud,Technology,2158.0
2547,Best cloud migration platforms for small business,12,best,medium,completed,low,7.0,400.0,407.0,0.005,0.005407,2025-08-07 08:54:07.292463,,0,2025-08-07 00:33:34,2025-08-07 08:54:07,cloud,Technology,2135.0
2548,cloud computing comparison: which is better?,12,comparison,simple,completed,low,8.0,483.0,491.0,0.005,0.005491,2025-08-07 08:54:19.379253,,0,2025-08-07 00:33:34,2025-08-07 08:54:19,cloud,Technology,2690.0
2549,{product} review: is it worth it?,12,review,medium,completed,low,10.0,199.0,209.0,0.005,0.005209,2025-08-07 08:54:22.986134,,0,2025-08-07 00:33:34,2025-08-07 08:54:22,cloud,Technology,1072.0
2550,Top 15 Google Cloud in 2024,12,best,simple,completed,low,9.0,469.0,478.0,0.005,0.005478,2025-08-07 08:54:37.192110,,0,2025-08-07 00:33:34,2025-08-07 08:54:37,cloud,Technology,2136.0
2551,Comprehensive Google Cloud resource,12,guide,simple,completed,low,5.0,413.0,418.0,0.005,0.005418,2025-08-07 08:54:45.199236,,0,2025-08-07 00:33:34,2025-08-07 08:54:45,cloud,Technology,2184.0
2552,cloud security review: is it worth it?,12,review,complex,completed,low,9.0,314.0,323.0,0.005,0.005323,2025-08-07 08:54:50.939029,,0,2025-08-07 00:33:34,2025-08-07 08:54:50,cloud,Technology,1791.0
2553,How to optimize cloud migration for conversion?,12,how_to,medium,completed,low,8.0,333.0,341.0,0.005,0.005341,2025-08-07 08:55:16.604303,,0,2025-08-07 00:33:34,2025-08-07 08:55:16,cloud,Technology,1957.0
2554,How to choose the right cloud migration?,12,how_to,complex,completed,low,8.0,303.0,311.0,0.005,0.005311,2025-08-07 08:55:27.391575,,0,2025-08-07 00:33:34,2025-08-07 08:55:27,cloud,Technology,1588.0
2555,cloud storage comparison: which is better?,12,comparison,medium,completed,low,8.0,630.0,638.0,0.005,0.005638,2025-08-07 08:55:43.546095,,0,2025-08-07 00:33:34,2025-08-07 08:55:43,cloud,Technology,2786.0
2556,Difference between {concept_a} and {concept_b},12,comparison,medium,completed,low,11.0,314.0,325.0,0.005,0.005325,2025-08-07 08:55:48.263924,,0,2025-08-07 00:33:34,2025-08-07 08:55:48,cloud,Technology,1612.0
2557,Ultimate cloud storage tutorial,12,guide,medium,completed,low,5.0,568.0,573.0,0.005,0.005573,2025-08-07 08:55:55.637243,,0,2025-08-07 00:33:34,2025-08-07 08:55:55,cloud,Technology,2891.0
2558,Google Cloud or serverless: which to choose?,12,comparison,medium,completed,low,10.0,797.0,807.0,0.005,0.005807,2025-08-07 08:56:12.966719,,0,2025-08-07 00:33:34,2025-08-07 08:56:12,cloud,Technology,4475.0
2559,How to choose the right cloud security?,12,how_to,medium,completed,low,8.0,425.0,433.0,0.005,0.005433,2025-08-07 08:56:22.067094,,0,2025-08-07 00:33:34,2025-08-07 08:56:22,cloud,Technology,2256.0
2560,In-depth {product} analysis,12,review,simple,completed,low,6.0,555.0,561.0,0.005,0.005561,2025-08-07 08:56:31.233714,,0,2025-08-07 00:33:34,2025-08-07 08:56:31,cloud,Technology,2955.0
2561,What's the best cloud security software?,12,best,medium,completed,low,8.0,326.0,334.0,0.005,0.005334,2025-08-07 08:56:36.374438,,0,2025-08-07 00:33:34,2025-08-07 08:56:36,cloud,Technology,1772.0
2562,cloud security best practices guide,12,guide,simple,completed,low,5.0,426.0,431.0,0.005,0.005431,2025-08-07 08:56:44.418127,,0,2025-08-07 00:33:34,2025-08-07 08:56:44,cloud,Technology,2289.0
2563,{product} review: is it worth it?,12,review,medium,completed,low,10.0,350.0,360.0,0.005,0.00536,2025-08-07 08:56:54.951485,,0,2025-08-07 00:33:34,2025-08-07 08:56:54,cloud,Technology,1858.0
2564,Complete guide to cloud migration,12,guide,simple,completed,low,5.0,488.0,493.0,0.005,0.005493,2025-08-07 08:57:01.513007,,0,2025-08-07 00:33:34,2025-08-07 08:57:01,cloud,Technology,2539.0
2565,How to get started with cloud migration?,12,how_to,simple,completed,low,8.0,307.0,315.0,0.005,0.005315,2025-08-07 08:57:07.991953,,0,2025-08-07 00:33:34,2025-08-07 08:57:07,cloud,Technology,1528.0
2566,What's the best microservices software?,12,best,complex,completed,low,8.0,389.0,397.0,0.005,0.005397,2025-08-07 08:57:15.878714,,0,2025-08-07 00:33:34,2025-08-07 08:57:15,cloud,Technology,1805.0
2567,How to implement microservices strategy?,12,how_to,medium,completed,low,7.0,367.0,374.0,0.005,0.005374,2025-08-07 08:59:22.438933,,0,2025-08-07 00:33:34,2025-08-07 08:59:22,cloud,Technology,1945.0
2568,How to choose the right cloud security?,12,how_to,medium,completed,low,8.0,412.0,420.0,0.005,0.00542,2025-08-07 08:59:28.706293,,0,2025-08-07 00:33:34,2025-08-07 08:59:28,cloud,Technology,2183.0
2569,Google Cloud comparison: which is better?,12,comparison,simple,completed,low,8.0,288.0,296.0,0.005,0.005296,2025-08-07 08:59:33.560261,,0,2025-08-07 00:33:34,2025-08-07 08:59:33,cloud,Technology,1607.0
2570,cloud migration alternatives comparison,12,comparison,complex,completed,low,4.0,604.0,608.0,0.005,0.005608,2025-08-07 08:59:50.336596,,0,2025-08-07 00:33:34,2025-08-07 08:59:50,cloud,Technology,3466.0
2571,{product_a} vs {product_b} comparison,12,comparison,complex,completed,low,10.0,306.0,316.0,0.005,0.005316,2025-08-07 08:59:57.283339,,0,2025-08-07 00:33:34,2025-08-07 08:59:57,cloud,Technology,1584.0
2572,How does cloud migration work for enterprise solutions?,12,how_to,medium,completed,low,9.0,399.0,408.0,0.005,0.005408,2025-08-07 09:00:06.534393,,0,2025-08-07 00:33:34,2025-08-07 09:00:06,cloud,Technology,2258.0
2573,{product_a} vs {product_b} comparison,12,comparison,complex,completed,low,10.0,496.0,506.0,0.005,0.005506,2025-08-07 09:00:18.098632,,0,2025-08-07 00:33:34,2025-08-07 09:00:18,cloud,Technology,2535.0
2574,In-depth {product} analysis,12,review,simple,completed,low,6.0,413.0,419.0,0.005,0.005419,2025-08-07 09:00:24.145528,,0,2025-08-07 00:33:34,2025-08-07 09:00:24,cloud,Technology,2238.0
2575,Which cloud migration is the best for integration?,12,best,medium,completed,low,9.0,322.0,331.0,0.005,0.005331,2025-08-07 09:00:30.164074,,0,2025-08-07 00:33:34,2025-08-07 09:00:30,cloud,Technology,1692.0
2576,How to choose the right cloud storage?,12,how_to,medium,completed,low,8.0,275.0,283.0,0.005,0.005283,2025-08-07 09:00:37.946219,,0,2025-08-07 00:33:34,2025-08-07 09:00:37,cloud,Technology,1492.0
2577,How to optimize cloud security for conversion?,12,how_to,medium,completed,low,8.0,429.0,437.0,0.005,0.005437,2025-08-07 09:00:45.067408,,0,2025-08-07 00:33:34,2025-08-07 09:00:45,cloud,Technology,2285.0
2578,Complete guide to cloud storage,12,guide,simple,completed,low,5.0,406.0,411.0,0.005,0.005411,2025-08-07 09:00:49.884541,,0,2025-08-07 00:33:34,2025-08-07 09:00:49,cloud,Technology,2225.0
2579,User reviews of {platform},12,review,simple,completed,low,6.0,413.0,419.0,0.005,0.005419,2025-08-07 09:01:10.033973,,0,2025-08-07 00:33:34,2025-08-07 09:01:10,cloud,Technology,2152.0
2580,{service_a} or {service_b}: which to choose?,12,comparison,simple,completed,low,13.0,311.0,324.0,0.005,0.005324,2025-08-07 09:01:18.134181,,0,2025-08-07 00:33:34,2025-08-07 09:01:18,cloud,Technology,1492.0
2581,cloud security alternatives comparison,12,comparison,simple,completed,low,4.0,672.0,676.0,0.005,0.005676,2025-08-07 09:01:28.484615,,0,2025-08-07 00:33:34,2025-08-07 09:01:28,cloud,Technology,4761.0
2582,In-depth {product} analysis,12,review,medium,completed,low,6.0,433.0,439.0,0.005,0.005439,2025-08-07 09:01:35.199222,,0,2025-08-07 00:33:34,2025-08-07 09:01:35,cloud,Technology,2443.0
2583,Which cloud security is the best for compliance?,12,best,medium,completed,low,9.0,457.0,466.0,0.005,0.005466,2025-08-07 09:02:03.083998,,0,2025-08-07 00:33:34,2025-08-07 09:02:03,cloud,Technology,2464.0
2584,Best cloud migration platforms for small business,12,best,medium,completed,low,7.0,436.0,443.0,0.005,0.005443,2025-08-07 09:02:12.170143,,0,2025-08-07 00:33:34,2025-08-07 09:02:12,cloud,Technology,2337.0
2585,What's the best microservices software?,12,best,complex,completed,low,8.0,388.0,396.0,0.005,0.005396,2025-08-07 09:02:18.174023,,0,2025-08-07 00:33:34,2025-08-07 09:02:18,cloud,Technology,1906.0
2586,Comprehensive AWS resource,12,guide,simple,completed,low,4.0,360.0,364.0,0.005,0.005364,2025-08-07 09:02:24.386507,,0,2025-08-07 00:33:34,2025-08-07 09:02:24,cloud,Technology,1950.0
2587,Which cloud storage is the best for multi-tenant architecture?,12,best,complex,completed,low,12.0,362.0,374.0,0.005,0.005374,2025-08-07 09:02:35.312895,,0,2025-08-07 00:33:34,2025-08-07 09:02:35,cloud,Technology,1938.0
2588,How to optimize cloud migration for engagement?,12,how_to,medium,completed,low,8.0,292.0,300.0,0.005,0.0053,2025-08-07 09:02:41.196244,,0,2025-08-07 00:33:34,2025-08-07 09:02:41,cloud,Technology,1712.0
2589,Best microservices platforms for small business,12,best,medium,completed,low,7.0,432.0,439.0,0.005,0.005439,2025-08-07 09:02:48.647238,,0,2025-08-07 00:33:34,2025-08-07 09:02:48,cloud,Technology,2239.0
2590,How to implement with cloud storage?,12,how_to,simple,completed,low,7.0,374.0,381.0,0.005,0.005381,2025-08-07 09:03:16.067603,,0,2025-08-07 00:33:34,2025-08-07 09:03:16,cloud,Technology,1986.0
2591,Difference between {concept_a} and {concept_b},12,comparison,simple,completed,low,11.0,234.0,245.0,0.005,0.005245,2025-08-07 09:03:22.320477,,0,2025-08-07 00:33:34,2025-08-07 09:03:22,cloud,Technology,1295.0
2592,What's the best microservices software?,12,best,simple,completed,low,8.0,372.0,380.0,0.005,0.00538,2025-08-07 09:03:28.942835,,0,2025-08-07 00:33:34,2025-08-07 09:03:28,cloud,Technology,1894.0
2593,cloud storage comparison: which is better?,12,comparison,medium,completed,low,8.0,679.0,687.0,0.005,0.005687,2025-08-07 09:03:41.501388,,0,2025-08-07 00:33:34,2025-08-07 09:03:41,cloud,Technology,3071.0
2594,How to get started with cloud storage?,12,how_to,complex,completed,low,8.0,461.0,469.0,0.005,0.005469,2025-08-07 09:03:50.910840,,0,2025-08-07 00:33:34,2025-08-07 09:03:50,cloud,Technology,2117.0
2595,How to optimize with microservices?,12,how_to,medium,completed,low,7.0,325.0,332.0,0.005,0.005332,2025-08-07 09:03:57.467097,,0,2025-08-07 00:33:34,2025-08-07 09:03:57,cloud,Technology,1713.0
2596,How to implement microservices strategy?,12,how_to,medium,completed,low,7.0,388.0,395.0,0.005,0.005395,2025-08-07 09:04:03.645541,,0,2025-08-07 00:33:34,2025-08-07 09:04:03,cloud,Technology,2110.0
2597,cloud security guide for beginners,12,guide,simple,completed,low,5.0,368.0,373.0,0.005,0.005373,2025-08-07 09:04:11.159865,,0,2025-08-07 00:33:34,2025-08-07 09:04:11,cloud,Technology,2076.0
2598,Comprehensive microservices resource,12,guide,complex,completed,low,5.0,547.0,552.0,0.005,0.005552,2025-08-07 09:04:18.564350,,0,2025-08-07 00:33:34,2025-08-07 09:04:18,cloud,Technology,3082.0
2599,Honest review of {service},12,review,medium,completed,low,7.0,300.0,307.0,0.005,0.005307,2025-08-07 09:04:24.556827,,0,2025-08-07 00:33:34,2025-08-07 09:04:24,cloud,Technology,1590.0
2600,How does cloud computing work for beginners?,12,how_to,simple,completed,low,8.0,377.0,385.0,0.005,0.005385,2025-08-07 09:05:32.852123,,0,2025-08-07 00:33:34,2025-08-07 09:05:32,cloud,Technology,1972.0
2601,Ultimate cloud migration tutorial,12,guide,medium,completed,low,5.0,344.0,349.0,0.005,0.005349,2025-08-07 09:05:42.747535,,0,2025-08-07 00:33:34,2025-08-07 09:05:42,cloud,Technology,1904.0
2602,{product} review: is it worth it?,12,review,simple,completed,low,10.0,273.0,283.0,0.005,0.005283,2025-08-07 09:05:48.205979,,0,2025-08-07 00:33:34,2025-08-07 09:05:48,cloud,Technology,1417.0
2603,Best microservices tools for enterprises,12,best,medium,completed,low,6.0,369.0,375.0,0.005,0.005375,2025-08-07 09:05:55.432911,,0,2025-08-07 00:33:34,2025-08-07 09:05:55,cloud,Technology,2075.0
2604,{product_a} vs {product_b} comparison,12,comparison,complex,completed,low,10.0,479.0,489.0,0.005,0.005489,2025-08-07 09:06:05.645819,,0,2025-08-07 00:33:34,2025-08-07 09:06:05,cloud,Technology,2519.0
2605,microservices alternatives comparison,12,comparison,simple,completed,low,4.0,647.0,651.0,0.005,0.005651,2025-08-07 09:06:16.304776,,0,2025-08-07 00:33:34,2025-08-07 09:06:16,cloud,Technology,3423.0
2606,Difference between {concept_a} and {concept_b},12,comparison,medium,completed,low,11.0,197.0,208.0,0.005,0.005208,2025-08-07 09:06:24.478362,,0,2025-08-07 00:33:34,2025-08-07 09:06:24,cloud,Technology,1032.0
2607,Honest review of microservices,12,review,complex,completed,low,6.0,354.0,360.0,0.005,0.00536,2025-08-07 09:06:32.544899,,0,2025-08-07 00:33:34,2025-08-07 09:06:32,cloud,Technology,2031.0
2608,Best cloud security tools for consultants,12,best,medium,completed,low,6.0,423.0,429.0,0.005,0.005429,2025-08-07 09:06:40.932995,,0,2025-08-07 00:33:34,2025-08-07 09:06:40,cloud,Technology,2148.0
2609,Which Azure is the best for professional?,12,best,simple,completed,low,8.0,304.0,312.0,0.005,0.005312,2025-08-07 09:06:47.306771,,0,2025-08-07 00:33:34,2025-08-07 09:06:47,cloud,Technology,1629.0
2610,cloud security guide for beginners,12,guide,complex,completed,low,5.0,412.0,417.0,0.005,0.005417,2025-08-07 09:07:00.124458,,0,2025-08-07 00:33:34,2025-08-07 09:07:00,cloud,Technology,2337.0
2611,microservices guide for beginners,12,guide,medium,completed,low,5.0,334.0,339.0,0.005,0.005339,2025-08-07 09:07:07.770565,,0,2025-08-07 00:33:34,2025-08-07 09:07:07,cloud,Technology,1798.0
2612,{product_a} vs {product_b} comparison,12,comparison,simple,completed,low,10.0,345.0,355.0,0.005,0.005355,2025-08-07 09:07:12.274709,,0,2025-08-07 00:33:34,2025-08-07 09:07:12,cloud,Technology,1796.0
2613,How to implement Google Cloud strategy?,12,how_to,simple,completed,low,7.0,354.0,361.0,0.005,0.005361,2025-08-07 09:07:19.104551,,0,2025-08-07 00:33:34,2025-08-07 09:07:19,cloud,Technology,1906.0
2614,Google Cloud reviews and ratings,12,review,simple,completed,low,5.0,220.0,225.0,0.005,0.005225,2025-08-07 09:07:31.251138,,0,2025-08-07 00:33:34,2025-08-07 09:07:31,cloud,Technology,1079.0
2615,cloud storage comparison: which is better?,12,comparison,simple,completed,low,8.0,770.0,778.0,0.005,0.005778,2025-08-07 09:07:42.864611,,0,2025-08-07 00:33:34,2025-08-07 09:07:42,cloud,Technology,3302.0
2616,cloud storage alternatives comparison,12,comparison,complex,completed,low,4.0,611.0,615.0,0.005,0.005615,2025-08-07 09:07:54.715796,,0,2025-08-07 00:33:34,2025-08-07 09:07:54,cloud,Technology,2999.0
2617,Honest review of microservices,12,review,complex,completed,low,6.0,244.0,250.0,0.005,0.00525,2025-08-07 09:08:03.130233,,0,2025-08-07 00:33:34,2025-08-07 09:08:03,cloud,Technology,1362.0
2618,How to choose the right cloud computing?,12,how_to,simple,completed,low,8.0,309.0,317.0,0.005,0.005317,2025-08-07 09:08:08.574937,,0,2025-08-07 00:33:34,2025-08-07 09:08:08,cloud,Technology,1654.0
2619,How to implement AWS strategy?,12,how_to,simple,completed,low,6.0,370.0,376.0,0.005,0.005376,2025-08-07 09:08:15.260746,,0,2025-08-07 00:33:34,2025-08-07 09:08:15,cloud,Technology,2023.0
2620,{service} pros and cons,12,review,simple,completed,low,6.0,481.0,487.0,0.005,0.005487,2025-08-07 09:09:22.528287,,0,2025-08-07 00:33:34,2025-08-07 09:09:22,cloud,Technology,2482.0
2621,Top top microservices in 2024,12,best,simple,completed,low,8.0,479.0,487.0,0.005,0.005487,2025-08-07 09:09:39.352166,,0,2025-08-07 00:33:34,2025-08-07 09:09:39,cloud,Technology,2181.0
2622,{service_a} or {service_b}: which to choose?,12,comparison,simple,completed,low,13.0,394.0,407.0,0.005,0.005407,2025-08-07 09:09:47.158206,,0,2025-08-07 00:33:34,2025-08-07 09:09:47,cloud,Technology,2000.0
2623,Step-by-step microservices guide,12,guide,medium,completed,low,6.0,659.0,665.0,0.005,0.005665,2025-08-07 09:09:57.706908,,0,2025-08-07 00:33:34,2025-08-07 09:09:57,cloud,Technology,3283.0
2624,How does Azure work for beginners?,12,how_to,simple,completed,low,7.0,369.0,376.0,0.005,0.005376,2025-08-07 09:10:04.695484,,0,2025-08-07 00:33:34,2025-08-07 09:10:04,cloud,Technology,1847.0
2625,{service_a} or {service_b}: which to choose?,12,comparison,complex,completed,low,13.0,244.0,257.0,0.005,0.005257,2025-08-07 09:10:11.907877,,0,2025-08-07 00:33:34,2025-08-07 09:10:11,cloud,Technology,1242.0
2626,Comprehensive cloud migration resource,12,guide,medium,completed,low,5.0,477.0,482.0,0.005,0.005482,2025-08-07 09:10:18.466332,,0,2025-08-07 00:33:34,2025-08-07 09:10:18,cloud,Technology,2563.0
2627,Best cloud security platforms for small business,12,best,medium,completed,low,7.0,444.0,451.0,0.005,0.005451,2025-08-07 09:10:25.026707,,0,2025-08-07 00:33:34,2025-08-07 09:10:25,cloud,Technology,2488.0
2628,Difference between {concept_a} and {concept_b},12,comparison,medium,completed,low,11.0,318.0,329.0,0.005,0.005329,2025-08-07 09:10:32.011240,,0,2025-08-07 00:33:34,2025-08-07 09:10:32,cloud,Technology,1640.0
2629,Top 20 cloud security in 2024,12,best,medium,completed,low,9.0,222.0,231.0,0.005,0.005231,2025-08-07 09:10:37.107274,,0,2025-08-07 00:33:34,2025-08-07 09:10:37,cloud,Technology,1049.0
2630,Ultimate cloud security tutorial,12,guide,medium,completed,low,5.0,478.0,483.0,0.005,0.005483,2025-08-07 09:10:51.612022,,0,2025-08-07 00:33:34,2025-08-07 09:10:51,cloud,Technology,2658.0
2631,What are the best cloud migration for enterprise-grade solutions?,12,best,complex,completed,low,11.0,387.0,398.0,0.005,0.005398,2025-08-07 09:11:01.463820,,0,2025-08-07 00:33:34,2025-08-07 09:11:01,cloud,Technology,2185.0
2632,{service} pros and cons,12,review,medium,completed,low,6.0,483.0,489.0,0.005,0.005489,2025-08-07 09:11:10.182761,,0,2025-08-07 00:33:34,2025-08-07 09:11:10,cloud,Technology,2437.0
2633,Top 5 cloud security in 2024,12,best,simple,completed,low,9.0,284.0,293.0,0.005,0.005293,2025-08-07 09:11:15.927386,,0,2025-08-07 00:33:34,2025-08-07 09:11:15,cloud,Technology,1492.0
2634,Best cloud security platforms for small business,12,best,simple,completed,low,7.0,342.0,349.0,0.005,0.005349,2025-08-07 09:11:23.064302,,0,2025-08-07 00:33:34,2025-08-07 09:11:23,cloud,Technology,1940.0
2635,Best cloud storage platforms for small business,12,best,medium,completed,low,7.0,492.0,499.0,0.005,0.005499,2025-08-07 09:11:31.926944,,0,2025-08-07 00:33:34,2025-08-07 09:11:31,cloud,Technology,2456.0
2636,What are the best mobile app for startups?,13,best,simple,completed,low,9.0,310.0,319.0,0.005,0.005319,2025-08-07 09:11:36.548610,,0,2025-08-07 00:33:34,2025-08-07 09:11:36,mobile_apps,Technology,1572.0
2637,What's the best app store optimization software?,13,best,complex,completed,low,9.0,433.0,442.0,0.005,0.005442,2025-08-07 09:11:44.268712,,0,2025-08-07 00:33:34,2025-08-07 09:11:44,mobile_apps,Technology,2125.0
2638,How to choose the right cross-platform?,13,how_to,complex,completed,low,8.0,306.0,314.0,0.005,0.005314,2025-08-07 09:11:50.007473,,0,2025-08-07 00:33:34,2025-08-07 09:11:50,mobile_apps,Technology,1648.0
2639,Top 7 mobile UI/UX in 2024,13,best,medium,completed,low,11.0,268.0,279.0,0.005,0.005279,2025-08-07 09:11:55.446968,,0,2025-08-07 00:33:34,2025-08-07 09:11:55,mobile_apps,Technology,1250.0
2640,Best mobile UI/UX platforms for small business,13,best,medium,completed,low,9.0,487.0,496.0,0.005,0.005496,2025-08-07 09:12:09.924337,,0,2025-08-07 00:33:34,2025-08-07 09:12:09,mobile_apps,Technology,2365.0
2641,cross-platform guide for beginners,13,guide,simple,completed,low,5.0,448.0,453.0,0.005,0.005453,2025-08-07 09:12:28.057596,,0,2025-08-07 00:33:34,2025-08-07 09:12:28,mobile_apps,Technology,2241.0
2642,app development guide for beginners,13,guide,simple,completed,low,5.0,493.0,498.0,0.005,0.005498,2025-08-07 09:12:38.595855,,0,2025-08-07 00:33:34,2025-08-07 09:12:38,mobile_apps,Technology,2545.0
2643,Difference between {concept_a} and {concept_b},13,comparison,medium,completed,low,11.0,253.0,264.0,0.005,0.005264,2025-08-07 09:12:45.393422,,0,2025-08-07 00:33:34,2025-08-07 09:12:45,mobile_apps,Technology,1387.0
2644,Top 5 iOS in 2024,13,best,simple,completed,low,8.0,324.0,332.0,0.005,0.005332,2025-08-07 09:13:00.331540,,0,2025-08-07 00:33:34,2025-08-07 09:13:00,mobile_apps,Technology,1438.0
2645,Best app store optimization platforms for small business,13,best,medium,completed,low,8.0,358.0,366.0,0.005,0.005366,2025-08-07 09:13:07.783733,,0,2025-08-07 00:33:34,2025-08-07 09:13:07,mobile_apps,Technology,1798.0
2646,app store optimization best practices guide,13,guide,complex,completed,low,6.0,440.0,446.0,0.005,0.005446,2025-08-07 09:13:15.445074,,0,2025-08-07 00:33:34,2025-08-07 09:13:15,mobile_apps,Technology,2389.0
2647,How to optimize app store optimization for conversion?,13,how_to,medium,completed,low,9.0,484.0,493.0,0.005,0.005493,2025-08-07 09:13:28.639689,,0,2025-08-07 00:33:34,2025-08-07 09:13:28,mobile_apps,Technology,2482.0
2648,How to choose the right mobile development?,13,how_to,simple,completed,low,8.0,382.0,390.0,0.005,0.00539,2025-08-07 09:13:35.619813,,0,2025-08-07 00:33:34,2025-08-07 09:13:35,mobile_apps,Technology,1944.0
